order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b,Target 11,attribute a,attribute b,Target 12,attribute a,attribute b,Target 13,attribute a,attribute b,Target 14,attribute a,attribute b,Target 15,attribute a,attribute b,Target 16,attribute a,attribute b,Target 17,attribute a,attribute b,Target 18,attribute a,attribute b,Target 19,attribute a,attribute b,Target 20,attribute a,attribute b
224,6.362719006,5.797134927,5.638391687,6.121861265,5.678746646,5.684101212,6.315897205,5.724013017,5.941240619,5.972582089,6.179150322,5.621867848,6.25123496,5.785321691,5.718197432,6.053623485,6.234562607,6.150001647,6.171257422,5.9051531,6.111521621,6.18990937,6.104652107,5.950129777,6.018514754,6.222402207,6.243164037,6.299286769,5.728661639,6.278672524,6.245961783,5.66516673,5.936058715,6.401029145,6.128177079,5.74908911,6.376044696,5.704868915,6.241479856,5.909264637,5.827646422,6.281457259,6.185952747,5.883519538,6.01117491,5.906858452,6.011685553,6.0265775,5.970859619,6.006174364,6.206279453,6.340165392,6.080230039,5.831042205,6.220744826,5.713235763,6.225616674,6.357764243,6.010943508,5.894847659
225,6.275779478,5.890387251,5.745328452,5.896186177,6.110758289,6.05409223,6.380588522,5.624855419,6.270098519,6.021959253,5.818739725,5.702139952,6.18461182,5.674568423,6.030377126,6.370410683,6.031656789,5.899386078,6.33270776,6.262094554,6.196933399,5.867708547,5.884249505,6.194465335,6.102873996,6.06428448,6.251359398,5.877422314,6.288930793,6.287021747,5.996006949,6.184389991,6.045621775,6.167083281,6.28159967,5.925730994,5.819738478,5.784700106,5.999239511,6.27453769,6.03250784,6.152303352,5.8900214,6.286899597,5.807422247,6.356540792,5.704257358,5.842817313,6.143897765,6.06517919,6.041333932,6.366772075,6.077765824,5.891089915,6.369751191,6.168603742,6.179218074,6.353673952,5.87466115,6.002273394
226,6.317155197,6.213510097,5.994719418,6.403998264,6.099879102,6.282153679,6.322467585,6.014556874,5.978478833,5.902915677,5.983930499,5.73864091,6.189748784,5.987871857,6.145243838,6.041307704,6.119816957,6.062612561,6.455202616,5.924500958,6.249764361,6.243863622,5.894772353,6.306617141,6.053782896,6.281670402,6.299634719,5.927636989,6.291421372,6.256778515,6.34491625,6.144831313,6.204491628,5.873897353,6.299929677,6.268334565,6.01428211,6.258941245,5.718298366,6.213911732,6.190390429,6.065099104,6.380135263,5.963152131,5.770696725,6.259793266,5.861082039,6.077215902,6.367887479,6.140682578,6.150147611,5.861273766,5.664287318,5.875251102,6.093444743,6.288824061,6.138030707,6.396094725,6.103382797,6.201147415
227,5.827358591,5.970541023,5.687227762,5.9286273,6.205385031,5.818643356,6.052942347,6.177371433,5.985149954,5.934364436,5.775467132,5.992710589,6.366122026,6.19448871,5.632554894,6.253677621,6.144144795,5.645802765,6.428113889,5.968366476,5.744883213,6.008305927,5.822074489,5.89352587,6.071210855,6.255544811,5.929988369,6.090232755,5.939183429,5.743266805,6.24497077,6.108417908,6.275087167,6.084978486,5.836411187,6.127728603,6.261462666,6.171752993,6.021651433,6.050096143,5.774482279,6.278365096,6.391287762,5.758812124,6.185240077,6.331761415,5.780468447,5.658276962,6.35925937,6.137681713,5.833593387,5.819678369,6.21601388,6.154867725,5.934596456,5.724115458,5.842487779,5.995765645,6.029817692,5.865491755
228,6.411843985,5.820824635,6.096407668,6.348045995,6.312811684,6.199861623,6.038671506,5.719849221,5.744681257,6.216351247,6.142289969,6.146481206,6.27921559,5.722713968,6.26559961,6.324348346,5.841458067,6.046660168,6.267991053,6.140055438,6.229369335,5.941598763,6.140736977,6.29023128,6.385101811,5.828847919,6.246254996,6.03986761,6.244264764,6.139817178,6.252732546,6.30217909,6.065197239,5.939744947,6.229046043,6.063244528,5.982495244,6.285887624,5.831525934,6.143173481,5.866774733,5.994188228,6.042177629,6.108052604,6.274025688,6.014647126,6.057518824,5.787621105,6.258958964,5.745642738,6.185985433,6.156301269,5.878465689,5.746717443,6.141564388,6.114110167,5.875458572,6.310521083,6.244136586,6.033411083
229,6.363044763,6.291999114,5.776421246,6.037031331,6.08345503,6.071288237,6.327107222,5.827261589,6.008733223,6.412818103,6.153144497,6.10760947,6.287248691,6.190655069,6.304734779,6.322389928,5.853261687,5.985962894,5.91076008,5.94073969,6.025324823,6.35744426,5.769370366,6.274295413,6.335708273,6.178283195,6.16234712,6.248815284,6.019784128,5.819055677,6.441172396,5.849568782,5.889319443,5.910172973,6.190905371,6.209539745,6.277015134,5.920612107,6.304273688,6.387220708,6.298984796,6.055880839,6.075118517,6.086645409,6.228674429,6.011524765,6.267235266,6.013349586,6.017090974,6.261168484,5.756938326,6.246346313,5.919298712,6.183239213,6.256468257,6.042548743,5.876508457,6.158357031,5.942549212,6.048375953
230,6.250721301,5.765228015,5.953465741,6.16314927,5.681009106,5.995340251,6.179487003,6.07792107,6.271909736,6.034886425,5.987377516,6.181700465,5.930114144,6.177511335,6.196344146,6.223796592,5.887717538,5.989931031,6.082100622,5.886029217,6.29436464,6.462742473,5.925243644,5.892479305,6.023415073,5.883811828,6.058824016,5.843140317,6.117452025,6.288668984,6.196692717,6.119457276,6.19075129,6.398100617,6.14875449,5.692270855,6.052630663,6.05468247,6.109926184,6.269211488,6.209714885,5.991801016,6.093669652,5.795119838,5.741588216,6.392996548,6.181490436,6.197874825,6.20187979,5.791103023,6.112743933,6.245369975,6.228640246,6.301893345,6.321117213,6.241541435,6.143121575,5.88104296,6.008519763,6.072269911
231,6.282381004,5.714146439,5.945922454,6.258781096,6.318477041,6.219791466,6.394313556,5.819928463,5.7067655,5.948095185,6.128825253,5.858375509,6.236724139,5.799202057,5.880763861,6.239996014,6.121870979,5.896374941,6.090668541,5.917264183,6.241033178,6.405375193,6.330276497,6.263350508,6.384224857,5.663548403,6.004065653,6.362952571,5.742740739,5.884896614,6.406716099,5.940672341,6.245845445,6.158165278,5.860749955,6.318495621,6.323906051,5.868361884,6.296910835,6.308069336,6.265231844,6.31590956,5.977409384,5.934020246,5.901396278,5.891850341,5.700648491,6.227264182,6.097676886,5.66281628,6.156374605,6.419094363,5.884284112,6.164889363,6.309940402,5.698726269,6.240254895,6.31849202,5.933291638,6.029123342
232,6.436125315,6.202426375,6.060264692,6.063233543,6.155417043,6.325316015,6.342229752,6.09873591,5.79602699,6.27533108,6.093725311,6.022074255,6.090693725,6.137662952,6.010381733,6.149878,5.7670018,6.126167523,6.2014802,6.19574116,5.737497496,5.999203265,6.029459284,6.048629908,6.130149553,5.795521358,5.857512571,6.244304408,6.094316975,6.067305971,6.082535961,5.908649175,6.327788471,6.381259084,5.718194164,5.915818337,6.324396266,5.704479363,5.666827907,6.155907076,6.321403015,5.866118587,6.167706968,6.168783655,6.166368089,6.302883173,6.07307777,5.826210806,6.329782121,5.812188678,6.097186693,6.388804544,5.931719438,6.272609561,6.052687722,5.893927917,6.204516608,6.077623901,6.095827137,6.301771033
233,5.985257348,6.074415671,6.237350204,6.236271651,6.166896921,6.169806063,6.109372189,6.195129106,6.138563662,6.243152701,6.23128729,5.75502605,6.481004531,6.214345175,6.293019976,5.950126443,6.047339831,5.945179247,6.093622651,5.750007817,5.937803612,6.234037392,6.14025407,6.255726855,6.153760133,5.859756129,5.967648423,5.972503451,5.874395524,6.276239958,6.251396122,6.303505537,5.984249502,6.04666279,6.286368556,6.187525598,6.277987849,5.809533271,5.999172762,6.435567886,6.262835224,6.047758497,6.030948077,6.026294412,5.924651151,6.016259422,5.985175813,5.746718957,6.17391166,6.286313807,5.984266619,6.068333508,5.769716249,5.950440984,6.417998656,6.159361791,6.223294745,6.406012444,5.697001993,5.9192792
234,6.050048797,5.751064852,5.74705779,5.959334067,6.30618348,6.000042903,6.16669661,6.204758683,6.315124364,6.344931052,6.155062041,5.675121099,6.460146556,6.205697603,6.223842524,6.315975997,6.129782273,5.943169858,6.145133095,6.210242189,6.009708585,6.402420154,5.94551439,5.755826964,6.277379349,6.024350813,5.731427037,6.219642225,5.969885097,5.7637772,6.011555195,6.04269133,6.132212111,6.147420456,6.10882025,5.724256872,6.287404521,6.301348937,6.146560132,6.416300946,5.703868752,5.952069637,6.335257791,5.879602171,6.325225084,6.372884728,6.145313945,5.752986443,6.017291282,5.782835661,5.883507353,5.968082696,5.977383318,6.300564294,6.209891111,6.075177884,5.804004337,6.202781972,6.138500002,6.29203679
235,6.296920461,6.143263956,5.752906932,5.965434692,5.960388659,5.720893925,6.267386351,6.093298033,6.170640824,6.237766942,5.909690609,5.799623321,6.159721978,5.782193394,5.799915454,6.252767027,6.004181664,6.082831368,6.069285419,6.106984964,6.088687323,6.397737659,6.211415392,5.732172265,6.217953544,5.916092318,6.294207129,6.119145655,5.719476709,6.221728755,5.971969828,5.908312901,6.25647383,6.435615556,6.290864216,6.052528835,6.349718927,6.133795512,6.326102876,6.143157642,6.029782538,5.751240043,6.4873717,6.051091373,6.018082558,6.009488751,5.744687783,6.170971446,6.431411347,6.064617331,5.901076806,6.223845781,6.33492453,5.92845686,5.946276337,6.119792985,6.177612313,5.960937127,6.185535511,6.006148527
236,6.334966603,6.17337144,6.323129227,6.348794451,5.716003031,5.702399856,6.263875682,6.191324854,5.745760666,6.050474077,5.968889847,6.306919829,6.047994448,5.727243381,5.95168714,5.992081916,6.333938051,6.292445059,5.966038178,6.21851687,6.053706255,6.30320008,6.15395024,6.14462094,6.370712892,5.75601921,5.989811764,6.065456501,6.085290692,6.279261736,6.405060537,6.126127111,5.788442631,6.44201402,6.243820758,5.983017982,6.120144004,6.150686397,6.025099777,6.005816929,5.726208116,5.693420603,6.083076443,6.030792958,6.176009489,5.993593476,6.251143675,5.662446744,6.259509187,6.254914887,5.822048041,6.116309084,6.238978865,5.692880136,6.345183748,5.791630999,6.004359516,6.4592984,5.962464861,5.915787499
237,5.890051216,6.156763734,6.309394024,6.083332753,5.739640859,6.093415691,6.039508268,6.207183803,5.68694822,6.146366635,5.832283138,5.831806878,5.924827918,6.102823353,5.772945173,6.015516509,5.704536675,5.813262538,6.23586175,6.099716033,5.769180713,6.186986033,5.806779909,6.140375377,6.338768852,6.232990019,5.683806995,6.056731291,5.870519836,6.123890173,6.396893841,6.148448,5.99626035,6.237278545,6.269758964,6.164736229,6.040489354,6.036903406,6.144942667,5.945370057,5.913651413,6.157204018,6.39473659,6.117185283,6.319853054,5.949259458,6.087748703,5.943779237,6.349240207,5.754910629,6.004340347,6.154397616,5.73083137,6.264809517,6.350758929,6.334572485,5.996205315,6.282060241,5.946741684,5.991458936
238,6.425988154,5.86038867,5.770304899,6.374783025,6.275841653,5.999880404,5.999955311,5.997649027,6.058378083,6.266235822,6.041785006,6.254343264,6.389235086,6.014279356,5.967373964,6.254012239,5.742300215,6.270925815,6.065769229,6.224875431,6.02829321,6.301733601,6.108206473,6.348398084,6.39713363,6.161974906,6.101764702,6.438817088,6.342452511,5.678433372,6.343585561,6.232797877,6.023361766,6.040454466,5.850938197,5.924387057,6.194432891,5.895193532,5.865528504,6.291065157,6.322733989,5.948776812,6.193903279,6.244192787,6.272418259,5.87573731,6.316888508,6.202399848,6.040696453,5.881316276,6.180367425,6.294057539,5.846868482,5.948066134,5.975146382,6.058104889,6.008864614,6.081001531,6.334346253,6.136081272
239,6.184745675,5.976608036,6.335623662,6.366439135,5.9667619,5.956302289,6.120706195,5.866433762,5.741241674,6.294202336,5.787231402,6.191844333,6.2865272,5.805688644,5.787881393,6.295886479,6.1752191,5.89521629,6.367583401,6.335392296,5.762063993,5.999179678,6.26801106,6.139640632,6.349615866,5.944598996,6.107312592,5.893347448,6.353105351,6.10137613,5.980585274,6.155648294,6.258784988,6.301844871,5.868526255,6.131059395,6.289740703,6.342795202,6.339895852,6.219725628,6.19302066,5.701609787,6.129932453,6.361088453,6.043094449,6.351636505,6.19280869,6.10370527,6.088195426,5.806595808,6.290367464,6.347659475,5.904006231,5.930653038,5.970699917,6.144868873,6.180176535,6.234944628,5.732647429,6.157107681
240,6.246279445,6.292292742,6.349958968,6.118676218,5.789943732,6.275656292,6.365758386,6.368438246,6.016280017,6.35861042,6.220305808,6.247268115,6.455565599,6.14802752,6.260558454,6.352859288,5.919197366,6.132510327,6.064779247,5.734157675,5.769789852,6.397031158,6.131288531,6.159364444,6.110579792,5.910570966,5.796964662,6.190587788,6.152051832,6.007940689,6.082955402,5.835185723,6.007751348,6.453617091,5.793403747,5.688639546,6.337271663,6.321569249,6.06743156,6.215673118,6.150775556,5.765932701,6.129457589,5.732580207,5.786136924,5.95280771,6.343148345,5.729169241,6.249068516,6.29269689,6.327728687,5.896071475,6.235659585,6.286328087,6.080689156,6.217870067,6.003360889,6.110555809,5.80871197,6.314609096
241,6.178929812,6.152525139,5.745544305,6.088336493,6.072769375,6.201445175,6.242171947,5.974550673,5.874593637,6.425281832,5.718243115,5.728577482,6.293387759,6.186693767,5.884916885,6.062965277,5.93687312,6.149717549,6.169531399,6.199494874,5.917877938,6.016895924,6.250145064,5.833755944,6.109731178,6.343543469,6.135652178,6.216875945,5.905795723,6.097822594,6.416700417,5.842816932,6.192534075,6.295533195,6.326413965,6.156804319,6.232790489,5.88514566,6.0359055,6.403803523,6.324741609,6.020342533,6.371691597,6.175120177,6.320413913,6.359509964,6.234752907,6.087140866,6.35533716,6.019902159,6.25253733,6.344713697,5.949976323,6.332044633,6.415577644,5.903949353,6.033488569,6.376993975,5.803189895,5.737174822
242,6.165583811,5.999713181,5.942401654,5.906471051,5.810378753,5.723824505,6.245615851,6.146821563,6.351803435,6.345246181,5.72276895,6.356512751,6.39681053,5.99954301,5.731423926,5.999897347,5.779988526,6.320922672,6.316407303,5.989130881,5.83197109,6.350396947,6.320993521,5.967318614,6.416442216,6.216280903,6.154362681,6.005858346,6.274694141,6.30800659,6.387426074,6.075937254,6.280082912,6.187122968,6.227489543,6.095619757,6.086414156,6.29148072,6.006621666,5.933452684,6.029203701,5.903132229,5.944887007,6.351854329,6.347507096,5.935027659,6.14808529,5.731351776,6.193984407,5.993695968,5.916448341,6.070271253,6.252692997,5.988534779,6.371664221,5.936829581,5.909322101,5.929688173,5.958094118,6.3407567
243,6.42095983,5.918811861,5.823262209,6.377390854,5.739365233,6.019987927,6.134017157,6.001490518,6.367023125,6.187567957,6.212893339,6.070668198,6.476598267,6.329651688,5.94423574,6.252316668,6.042592619,6.202887546,6.313925143,6.227557274,6.305527548,5.930918087,5.875464075,6.107581564,6.186175314,6.061312336,6.206580713,6.003021677,5.975655395,5.883729173,6.063051053,6.183889668,6.15849712,6.340688744,6.254374686,6.363380151,6.193262635,6.000224133,6.109717505,5.924597514,6.031159503,6.013895132,6.456622962,6.302359895,6.246439577,6.40915815,6.323773594,5.985141015,6.423630685,6.362845934,6.192825128,6.370023538,5.814758007,5.805029247,5.96027739,5.918050497,5.97238589,5.918976816,6.22408842,6.007358826
244,5.955047895,6.140691782,5.855335796,6.418958725,6.23584311,6.278931419,6.34225492,5.858381268,6.361459454,6.462175038,6.346102926,6.125335933,6.02306746,6.187818035,6.353476954,6.126025653,6.313774551,6.291815406,6.01443873,5.863885356,6.293722445,6.469315939,5.922224421,6.236733298,6.448820872,5.861682645,5.816578531,6.37507305,6.300652362,6.30628986,6.457672876,6.095306926,5.942868913,6.191079909,6.362060115,6.30051062,6.44840061,5.790701794,6.32008579,6.399242526,6.306300777,6.070450165,6.177454996,6.157868666,5.92660614,6.393982163,6.207040559,5.740613401,6.064338805,6.338939795,6.123888636,6.525726933,6.114194591,5.781634357,6.207514297,6.197810121,6.194724269,6.478388542,6.168451843,5.906944351
245,5.968704462,5.74463529,5.718055176,6.315454959,5.955199242,6.297477047,6.453683847,6.025164059,6.23695214,6.221420951,6.185465564,6.018105063,6.349061526,5.74321484,6.320913531,5.945514693,6.139899022,6.030845786,6.310193629,5.967134968,6.272544696,6.319538195,5.766214887,5.983383591,6.164735451,5.722372402,6.234447576,6.177791195,6.012967923,6.159953946,6.339032908,6.198673479,5.739452073,6.298119484,6.331283681,5.886293042,6.167862138,6.091338525,6.25041865,6.135321484,5.95698496,5.765965734,6.350422055,6.31510677,5.941557315,6.096372116,6.078218411,6.357548483,6.173351783,6.098973585,6.190610596,6.437709893,6.042311633,6.13015691,6.259541477,6.232644017,6.358567802,6.207461664,6.071328439,6.25694691
246,6.313478491,5.723893182,5.814211658,5.98711089,5.959311029,6.040059252,6.329473986,5.759440405,6.158267557,6.285383745,6.369409188,5.815507358,6.162013927,5.732532646,6.203168757,6.002214131,5.907321238,6.339395958,6.361693486,6.222024013,5.801953906,5.94907611,6.216597049,6.149695804,6.0145447,5.994760118,6.057112937,5.983512308,5.849407905,6.078521109,6.453973917,6.21384544,5.803208744,6.217207886,5.853225331,5.775664737,6.290951649,5.988103101,6.377810324,6.05385481,6.29797221,6.128631999,6.330904412,6.097484734,6.258187178,6.043996571,6.289940911,6.150463529,6.201210306,6.183756587,6.269043712,6.165854777,5.957741173,5.859080864,6.45204656,5.762930023,5.977464471,6.017027815,6.171470664,5.959996478
247,6.325480741,5.793370829,6.141430395,5.942058168,5.772082293,6.183326975,6.436411968,6.133077154,6.10661229,6.164906297,5.714313643,5.827909576,6.207834482,5.996348721,5.999139004,6.070017547,6.222303234,6.233005751,6.275574451,6.347594861,6.385294505,6.496102597,6.083179348,6.215955977,6.44777825,6.11393518,6.244078488,6.127466517,6.295370861,6.290834052,6.285374705,5.873802391,6.361705333,6.393997352,5.878757341,6.324784832,6.428207023,5.708082423,5.745798629,6.351425652,5.769551804,6.207068776,6.350217077,6.304705706,6.304675374,6.366489439,6.32097447,6.369141469,6.499195727,6.364437837,5.953815126,6.475383746,6.257729308,6.016764006,6.118589632,6.236669356,5.858180904,6.434383976,5.766567446,5.9774119
248,6.239909468,6.28837371,5.719313779,5.950528267,6.377084222,6.384386495,6.139896979,6.307457479,6.01864696,6.448392083,6.0369734,5.716841531,6.475499553,6.23063496,5.923985508,6.222710496,5.956873426,6.190102485,6.332290329,5.973536281,5.966853597,6.330761394,5.818380182,6.13897886,5.960611777,5.8306676,6.012299396,5.974593652,5.974460334,6.274022613,5.924414167,5.947353665,6.219196939,6.27264019,5.919827273,6.339759317,5.96716722,6.05330428,5.974615601,6.023394726,6.377971244,6.172317274,5.984405654,5.818454169,6.038644107,6.211997059,6.253979718,6.281538071,6.049611143,6.344924412,5.886156031,6.115791348,6.189140777,6.205001137,6.050463815,5.94111779,6.031424392,6.510708822,5.722977746,6.352381266
249,6.288474376,5.761989884,5.849286221,6.434586004,6.270587113,5.947414093,6.257138631,6.228705797,5.826829804,6.107567856,6.105414218,6.367694905,6.220194573,5.898445053,6.373425681,6.254068126,5.933178072,6.112456403,6.174283534,6.136379534,6.133452343,6.024813263,6.346233676,5.930265693,6.115594046,6.133657388,6.398176554,6.152306439,6.0567963,5.756970778,5.98500636,6.246544514,6.217825046,6.240362434,6.138108341,6.310739247,6.439895061,6.152702331,5.939832909,6.349062279,6.201025145,6.251665937,6.225764787,6.278441242,5.73827918,6.379757322,6.088644885,5.759455267,6.30425905,5.784922572,5.785381336,6.04506175,5.810361294,6.001601732,6.16771998,5.98219178,6.132308609,6.06084604,5.992320694,5.855157125
