order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b
229,6.150953563,5.96573805,6.0325542,6.192388239,6.193566891,6.01313874,6.378469939,6.246103378,5.908131722,6.277325597,6.088280192,5.858717725,6.342099513,6.246221702,5.807091139,6.180714202,5.879281505,6.290508714,6.376206675,5.997180492,5.825105489,6.245113021,6.062455313,6.294708259,6.376487362,6.060443203,6.021353586,5.970735506,6.077180003,6.105563029
230,6.055479817,6.106025349,6.055175014,6.330442831,6.272197797,5.977605675,6.356644655,6.049520786,6.238740474,6.268243289,5.785255679,6.028551574,6.407626948,5.818599977,5.937847349,6.127706945,6.235422105,6.039281391,5.923737965,6.294261547,5.987905792,6.22946776,6.296896391,6.232540948,5.96773673,6.151174456,6.052637709,5.909091104,5.782946114,6.255619561
231,5.971863048,5.992612978,5.998280308,5.887291533,6.04842042,6.246843446,5.97662792,6.082210228,5.922873862,6.098277173,5.737435184,5.988003236,5.958805364,5.810180997,5.658738354,6.190618922,6.135584465,6.206172182,6.392740522,5.98718656,5.9703244,6.299793847,6.303741111,6.295034668,6.069292263,6.04720831,6.238221913,6.430772146,6.033553446,6.24412781
232,6.197430681,6.211255694,6.238990038,6.222214325,6.108301174,6.082066221,6.237364461,6.04252446,6.321824988,6.381942535,6.007785586,6.167615263,6.142378713,6.18123444,6.131141804,6.42273038,6.203899434,5.985018971,5.991559194,6.23056674,5.923136644,6.096771451,6.304024947,6.098895504,6.347194854,5.663357762,6.226594663,6.013759954,6.021334863,5.962657521
233,6.31592387,5.893136521,6.270080851,6.394581613,6.165194323,5.850215838,6.37574076,5.981664896,6.266521526,6.009617418,5.719529393,5.957657249,6.317066784,5.9618948,5.825114957,5.941726113,6.238406727,5.920334317,6.162694593,6.183218937,5.663163341,5.968842719,6.225759673,6.182994429,5.92993084,5.874853704,6.092464906,6.428430348,6.34179176,6.054394125
234,6.065415803,6.144172393,5.669822401,6.093208065,5.998068028,6.340969596,6.095705811,6.19541512,6.113070753,6.109361384,6.074160662,6.13218749,6.140431652,6.114249346,5.910210585,6.479246707,6.178643209,6.053692901,6.244111499,5.793328998,6.12626156,6.316510635,5.682134936,5.789825519,6.325963439,6.033461935,6.23289098,6.256924323,6.269579304,5.660636712
235,6.074559721,5.729467334,6.349339039,6.16867869,5.839455803,6.204043804,6.275582854,6.065396599,6.260696142,6.23945096,6.16714025,6.147479071,6.076106929,5.915484668,5.948050099,6.414537272,5.861845132,6.029243925,6.150793413,5.647423958,6.303856507,6.462555713,5.791934416,6.202696664,6.435971933,5.684933522,6.115446175,6.334253526,6.339630507,6.013644033
236,6.39180619,6.348088719,6.001618439,6.11656548,5.927292711,6.008883631,5.880245328,6.319353322,6.043541414,6.263869732,5.953556546,5.931420412,6.476787644,5.773960439,5.950410158,6.383045232,6.028739469,6.232435865,6.0350516,6.105953043,6.019462867,6.08947627,5.738885235,6.167656024,6.065335088,5.854712507,6.023825998,6.133546502,5.852118071,6.311595875
237,6.209605468,6.289810497,6.341871892,5.995588272,6.127352283,6.20807371,6.2160636,6.319224748,5.699329337,6.075175755,6.215942383,6.05445064,6.049115515,6.002493056,6.236277002,6.146394318,6.029769431,6.19885207,6.491583188,6.302230539,5.829803751,5.892220058,5.876413178,6.102099526,6.163456749,6.273901056,6.128157623,6.263102798,6.049902571,6.275883659
238,6.353307028,5.687918651,5.851837388,5.949135768,5.984861264,5.960667414,6.296200551,5.83761273,6.233306128,6.128358122,6.095440871,6.33745371,6.429976022,5.835497247,6.223786124,6.314066998,6.23472343,5.891269582,6.027263706,6.063051239,5.939193836,6.117233451,5.884986035,6.275231075,6.214817676,6.213945074,6.316466682,6.119607347,6.264768683,5.757653437
239,6.42197785,6.246568365,6.098865899,6.095847153,6.113214484,6.250682053,6.402739779,5.789227095,6.180630322,6.058590991,6.350151102,6.296503925,6.415285581,6.315764565,6.100349815,6.355120804,6.223448805,6.112343298,6.211182928,6.078345015,5.71195072,6.203562954,5.960338649,6.025392424,6.374263425,6.259546203,5.78907414,6.04295476,6.170564257,5.836418221
240,6.369196982,6.221303683,6.073006912,6.114697981,6.333596758,6.130470155,6.435523714,6.347266143,6.23277849,6.041130895,5.888320082,5.884111077,6.248703354,5.825297381,6.088377016,6.289435583,6.360733302,6.059314367,5.972751594,6.210388829,6.156177346,6.413562687,5.892340064,5.7359116,5.978341953,6.074310699,5.921066498,6.18542126,6.160441074,6.289198356
241,6.121541751,6.282006778,6.188781679,6.403541877,5.935015632,6.322996409,5.893405703,6.218122251,6.301948447,6.342181364,6.033552495,6.059574606,6.420356,6.107392008,6.023199451,6.29977808,6.322479191,5.938104594,6.189423846,5.816609743,5.71884154,5.94899579,5.861739361,5.919940215,6.457431377,5.69064506,6.192356615,6.30125447,5.822267778,5.747001283
242,6.157916609,5.869659954,5.79648982,6.438982553,5.875669388,6.304997197,6.481582659,6.163948845,6.094873863,6.000130457,6.090833055,6.123967066,5.967500124,6.174660133,6.100075306,6.406299324,5.955516312,5.847967518,6.340940187,6.334973483,6.318605842,6.165354796,6.087694955,6.243970853,6.476824045,6.205972661,6.351142303,6.461016944,6.332723796,6.316852538
243,6.117907035,6.088183499,5.838528818,6.322050774,6.212332464,6.141780631,6.036047181,6.15280602,6.257025116,6.520906652,6.096128749,6.277412616,6.378330083,6.163350252,5.851505265,6.452386442,5.756843445,6.013560489,5.960249815,6.310595054,6.357974191,6.445977911,6.118511442,5.766860192,6.295743688,6.230049577,5.782590688,6.288393074,6.302516963,5.998726551
244,6.287288174,5.948495076,5.852804738,6.362100968,6.143731364,6.159004792,6.0910606,6.286209836,6.338450803,5.978266879,6.258592948,6.276043303,6.161900769,6.33793325,5.962696119,5.933906404,6.017537741,6.270098904,6.078396781,6.322246387,6.142458602,6.161433496,6.181386106,6.289734819,6.470588031,6.029242097,6.029466641,6.438891169,6.371918057,6.218025465
245,6.400465512,6.379027267,6.3327501,6.492421537,5.877224235,6.268756113,6.273053975,6.386441857,5.756833499,6.353340753,5.984129165,5.762334876,5.894785679,5.931440099,6.028223182,5.986215922,6.33570408,5.919450429,6.265758662,5.752323915,6.192594571,6.276883376,6.325858527,6.345945259,6.182914579,6.22859858,6.24714381,6.396511263,5.733429314,6.142613064
246,6.176308473,6.205582308,6.260298138,5.996948759,5.710816832,6.158853859,6.062489951,6.368487352,6.309085766,5.983001091,6.182733532,5.731137628,6.449908895,6.373962307,6.350899865,6.477412175,5.770019503,6.105231986,5.910281931,5.799481639,5.971629302,6.320114335,6.022533306,6.386766983,6.510542017,6.185386588,5.778781663,6.340577459,5.79892274,6.123653386
247,6.267397577,6.302840303,6.194213932,6.181420356,6.051763947,5.883743436,6.104581588,6.072651872,6.192003046,6.293421551,5.805200596,6.166373331,6.258822911,5.750948962,6.016899323,5.913422733,6.200985393,5.933524289,5.987723011,5.893224368,5.868954911,6.040328599,6.209194995,5.921686547,6.01697983,6.121414327,5.778862424,6.388918855,6.113203823,6.218576813
248,6.513027296,6.219998669,6.010821332,5.975156711,5.9178875,5.802531866,6.161313273,6.392465181,5.806336481,6.272831781,6.255727733,6.085605931,6.05346808,6.398882652,5.816026176,6.420846359,6.264209049,6.297536932,6.079735708,6.387720688,6.367852898,6.421875169,5.863540918,5.760351591,6.19784507,5.710782238,6.138926305,6.336441461,6.320081317,6.33673853
249,6.33808983,5.908359231,6.090511064,6.301372377,6.313317012,6.066959561,6.077817044,6.388193917,6.13543263,6.16932467,6.395837696,6.190557203,5.892597964,6.320389162,6.152697925,6.46691426,6.1456076,6.100888337,6.05225636,5.849299933,6.022662572,6.08567151,6.170492049,5.916012552,6.180885603,6.229018942,5.977806671,6.4369784,5.980371457,6.405704213
250,6.310420961,5.80354193,5.883607043,6.361354489,6.210266912,6.404469189,6.191995401,6.208168951,6.122873292,6.410801444,5.970735612,6.143069216,6.28434313,6.207862861,6.256414121,6.431217974,5.743433403,5.916176761,6.517551657,6.403448887,6.14421231,6.271305408,6.140439777,5.972235957,6.411803484,6.186670889,5.898607652,6.409125466,5.978985032,6.134899073
251,6.436588055,6.396002463,5.955118808,6.283200538,6.23922798,6.404259837,6.191353503,6.004429379,5.844323929,6.006675722,5.842223046,6.247396099,6.308262903,5.888048146,5.86873824,5.945843585,6.00590197,6.225497498,6.263304861,6.368528514,5.975634962,6.084760747,6.312548961,6.246720282,6.309695991,5.989783153,6.215392554,5.982028861,6.373097953,6.205189881
252,6.512385254,6.396481438,6.158899046,6.457506396,6.01642843,6.374657175,6.458849687,6.404031604,6.267224565,6.145390012,6.401474811,5.939013431,6.552516028,6.082638229,6.186223099,6.501648608,6.009743889,6.342770519,6.15649146,6.180586779,6.344743901,6.154249308,6.390545903,5.852226488,6.416112533,5.862390373,6.10055881,6.271561839,6.223526527,6.248200252
253,6.465376211,5.927521242,6.377746393,6.456934888,6.148276789,5.943792575,6.426173098,6.186475429,5.807103564,6.016302109,6.312585006,5.887311272,6.402114856,6.089947877,6.01642557,6.355303202,6.194428274,6.359543478,6.455736255,6.340046257,6.125030131,6.045574646,6.145796527,5.87836317,6.222098297,6.38184741,6.133929129,6.425013288,6.198416293,6.329248399
254,6.099241848,6.128501245,6.366476531,6.517608191,6.181266001,5.978240193,6.220040841,6.113256055,6.259124667,6.38164312,6.368119318,6.044807624,6.45887857,6.40224499,6.251943308,6.391198244,5.933867263,5.868813297,6.448449255,5.986315608,6.385528807,6.294791896,6.197354386,6.406437818,6.269546676,6.134376147,6.196061635,6.442740654,5.977053963,6.196914715
255,6.096721572,6.181199791,5.819652162,6.277127925,6.112206092,5.87610078,6.288569456,6.167140016,6.294828493,6.486362288,6.369042277,5.860689305,6.478251868,6.208731255,6.045453127,6.313612392,5.837960119,6.398630223,5.99096336,6.117116305,5.817126849,6.407416563,6.409227531,5.897853618,6.475575642,5.883899837,6.086467078,6.390898773,5.98565166,6.056473066
256,6.521596448,5.955795373,5.788592139,6.329056794,5.929002983,6.181568326,6.427987189,6.04320579,6.344409023,6.038412953,6.426725055,6.423638479,6.036813433,6.227997242,6.148722546,6.51564761,6.327455083,6.364270975,6.39852034,5.988192377,6.206066111,6.110063181,5.951136733,6.0201419,6.244484499,6.162585785,5.932661269,5.981852662,5.937684945,5.963003907
257,6.098521405,6.398492371,6.188925343,6.344290845,5.757473561,6.354219112,6.364498102,6.188380839,6.261389174,6.519500191,6.325160279,6.409987222,6.525174345,5.948414894,6.125663759,6.016464601,6.244968941,6.088680655,6.091139706,6.315576767,6.142269868,6.033088646,6.352110086,5.862051762,5.963416836,6.02423513,5.862014344,6.32439943,6.284659253,6.094433106
258,6.036273917,6.151166532,6.379342972,6.327839328,5.922485836,6.170167066,6.346188439,5.92542654,6.03725853,6.032402525,6.352816471,6.208618307,6.222825438,6.339556483,6.41100401,6.092106451,6.24167077,6.210621767,6.029458828,6.096359602,6.305931154,6.395958677,5.873957794,6.010251537,6.411345336,5.837581128,6.326979263,6.354855889,6.373012988,6.103198613
259,6.375934089,6.388630303,5.934835815,6.070866349,5.852471304,6.418550861,6.301987268,6.342789079,6.236371682,6.557732073,6.240010473,6.265654694,6.325027976,5.989433743,6.075559378,6.48754955,6.349507466,6.118134975,6.275534357,6.397264866,6.116542548,6.368355104,6.409416982,5.827674347,6.369301048,6.111491178,6.413194376,6.206586784,5.778667917,6.426056383
260,6.264927911,6.305135881,5.930873166,6.4158237,6.121681969,6.048556119,6.353574625,6.246188703,6.262500661,6.312135423,6.238491083,6.34145357,6.476870804,5.971749612,6.373259663,6.542836761,6.265682557,6.347372426,6.350830973,6.082474077,6.057411467,6.574036302,6.261641736,6.024518193,6.205019171,6.268348738,6.24510399,6.46069956,6.074808824,6.1321794
261,6.289378641,6.282683931,6.235258729,6.116457846,6.337151242,6.393602931,6.483838074,6.234877564,6.334537614,6.557416615,6.169883862,6.326501528,6.195602352,5.945389458,6.174166051,6.437738457,5.940132766,6.437410304,6.309707507,5.977411468,6.449402441,6.470388242,6.250993508,6.09707998,6.322828267,6.359513641,6.417357918,6.498304494,6.079487675,6.023766732
262,5.953642672,6.346426005,6.267946858,6.031984581,6.14110137,5.972196238,6.129489376,5.798671994,6.326776372,6.067124643,5.784731465,6.052723737,6.098819942,6.09458683,6.276125037,6.462017322,6.079111033,6.076141377,6.499078379,6.206608146,5.901605469,6.446885669,6.06823219,6.378433007,6.454796976,6.354704509,6.086237914,6.403242197,5.959482236,6.352491643
263,6.524617636,5.988869331,6.432319657,6.380735898,6.348823294,5.816838785,6.068367323,6.268714611,5.904869091,6.488713175,5.770038293,5.980122791,6.234323304,6.247155083,6.122530494,5.94863173,6.283966393,6.402546575,6.351578946,6.446580625,5.930829302,6.479582214,6.311596772,6.22985596,6.152307037,6.348687864,6.395579592,6.20612223,6.424762819,6.334796358
264,6.359295706,6.203590195,5.917173759,6.468106319,6.435151043,6.02375254,6.492612144,5.974671952,6.30746784,6.314836027,6.030708423,6.334234374,6.394039868,6.370954739,5.896225023,6.064423902,6.367369442,6.200888714,6.336864437,6.147361512,6.377141354,6.093583501,6.122044318,5.874388615,6.531780617,6.164072142,6.074627234,6.285308919,6.308020199,6.316714669
265,6.022383315,5.819744139,6.433663462,6.278426845,6.03948482,6.228396013,6.325477739,6.410101724,6.398980602,6.276782819,6.230384808,6.426330617,6.10070817,6.007055345,6.3894166,6.337243433,6.125896215,6.294004271,6.139860204,5.891648821,6.017312934,6.302132243,5.899581718,6.302451723,6.189886913,6.22073808,5.841688789,6.412456132,5.904292579,6.283999497
266,6.470636102,6.104093059,5.835831651,6.535734146,6.015684524,5.860374326,6.236845954,5.946018043,6.272815819,6.363867618,6.237665118,5.862670597,6.216038479,6.060156761,6.300839142,6.165952242,6.053841863,6.287500992,6.412146959,6.269802513,6.319507929,6.408960356,6.370210079,6.431506015,6.380065096,6.296713775,6.27475976,6.043697944,5.964564853,6.38355634
267,6.512639775,6.300228843,6.275378507,6.306848219,6.209843473,6.360693515,6.2257378,5.974955004,6.072322219,6.308290638,5.933449817,5.958396021,6.31293366,6.253311688,6.308045776,6.106070009,5.994684572,6.038999661,6.256515178,6.401796323,6.324389092,5.980461731,6.199346016,6.29986463,6.435745087,5.883568084,6.348835357,6.265259136,6.277758661,5.963550133
268,6.471685999,6.166342672,6.362422189,6.25961846,6.46044075,5.916501907,6.125595669,6.417662167,6.208054185,6.427613016,6.023013559,6.26243889,6.439834324,6.031983372,6.131906532,6.138376243,5.821313736,5.811325822,6.527827439,6.222575376,6.445906618,6.134084696,6.390521069,6.298962294,6.574282216,6.291618776,5.930192526,6.187254654,6.311744163,6.324663366
269,6.323399067,5.952903296,6.087099547,6.384772542,5.815099715,6.417357596,6.102914816,6.0534395,6.104681044,6.227504966,6.279282159,6.191740801,6.359516228,6.259927715,5.838153258,6.057232518,5.825090557,6.117397202,6.259621221,6.298282063,5.853847798,6.109241231,5.865376996,6.42248734,6.221679866,5.892955802,6.205415945,6.133926189,6.07159332,6.089546226
270,6.603113028,6.336450595,5.917640139,6.406092341,6.270437297,6.38909658,6.284926008,6.373772938,5.81321774,6.145941609,6.415411081,5.984153341,6.357053423,6.207519954,6.38499924,6.520026334,5.891689286,6.319152144,6.164226949,6.407884958,6.444064239,6.236774079,6.021267944,5.814376497,6.128627102,6.394470494,5.884782766,6.029858412,6.159624806,6.410896112
271,6.240467185,6.162348772,6.327144763,6.186637406,6.465448295,6.414455934,6.189143283,5.933338816,6.236451809,6.52020483,6.365561488,6.372004796,6.402750153,6.20140163,6.173025281,6.374492766,6.46627977,6.053562838,6.427619989,5.999162158,6.462541001,6.450290751,6.278467839,6.452197035,6.175048318,5.829741238,6.065499578,6.308138099,6.43015126,6.430049206
272,6.31103451,5.886177677,6.185471806,6.11810552,6.098990047,6.018987789,6.387444932,6.325564274,6.267678016,6.604649907,6.301696585,6.469098197,6.378038428,6.260333076,6.281630796,6.406891651,6.015855409,5.934648437,6.3208071,6.281227874,6.21994704,6.305837325,6.194200433,6.467956294,6.347869437,5.956895459,6.076771221,6.489471172,6.162450359,6.042258227
273,6.300571049,6.160507978,6.349620162,6.199954325,6.112362334,5.943584437,6.302502293,5.951005589,6.437232909,6.004190306,6.160579764,6.462866721,6.244254814,6.41887755,6.28230086,6.551497029,6.2107684,6.362628334,6.216940425,6.235478394,6.052596923,6.54758955,6.240712372,6.138537056,6.398735136,6.39145128,6.42179581,6.506358526,6.186460209,6.051799917
274,6.089169277,6.346099176,6.247226893,6.493784126,6.003977794,6.116056765,6.321594967,6.328515095,6.048968937,6.140503344,6.150338844,6.039094667,6.336680353,6.079512332,5.87747206,6.18624847,6.447698036,6.442079247,6.371337176,6.136434018,6.264899976,6.158647134,6.263054529,6.422839154,6.540124778,5.969502756,6.484942753,6.579401028,6.293300842,5.912462577
275,6.537665981,6.472794486,6.480539888,6.402557655,6.059772332,6.247353781,6.037437296,6.464648895,6.086918076,6.075169161,6.350608412,6.198470113,6.573759468,6.058425643,6.248306221,6.229451168,6.066897481,6.40518353,6.052116574,6.276303979,6.463170325,6.435372503,6.292956493,6.047792566,6.039238387,6.194703539,6.402275567,6.303175254,6.497633563,6.485208294
276,6.436841753,6.485506659,6.267762746,6.240279683,5.819861253,5.910268494,6.280289281,6.295827959,6.244645258,6.211066822,5.992408898,6.295093863,6.49167829,5.976458664,5.980907542,6.369765103,6.045040509,6.172321645,6.449590471,6.48914309,6.338876179,6.392012994,6.024970881,6.317091687,6.330390907,6.278752173,6.236168009,6.200042278,6.460721429,5.89470182
277,6.523558481,6.317612125,6.266181099,6.107651849,6.18062172,6.402681147,6.064324073,5.960594654,6.479558616,6.064630627,6.042846798,6.220346457,5.972565796,6.447180344,5.916630218,6.363296271,6.319012345,5.939458428,6.535394381,6.497409905,6.393864048,6.348651168,6.500937707,6.038156444,6.580451767,6.458348837,6.27157693,6.577623754,6.22866292,6.363766561
